time (ms), gyrz (dps), magx (uT), magy (uT), wheel (RPM)
24201,  00008.332,  00002.702, -00031.952, -526.52
24301,  00009.532,  00003.302, -00033.752, -527.46
24401,  00009.562,  00004.052, -00031.802, -525.57
24501,  00009.402,  00004.052, -00031.052, -527.46
24601,  00010.502,  00004.052, -00031.502, -526.52
24701,  00008.432,  00003.002, -00031.802, -526.52
24801,  00008.662,  00003.752, -00031.502, -522.19
24901,  00008.932,  00004.052, -00029.102, -525.57
25001,  00010.272,  00004.502, -00031.052, -526.52
25101,  00009.222,  00003.902, -00028.952, -526.52
25201,  00011.472,  00003.902, -00028.502, -524.62
25301,  00010.582,  00003.152, -00028.952, -522.73
25401,  00013.222,  00004.502, -00027.602, -519.89
25501,  00017.552,  00001.502, -00029.102, -516.10
25601,  00020.662,  00001.952, -00027.752, -512.31
25701,  00020.412,  00002.252, -00025.952, -508.52
25801,  00021.292,  00001.802, -00025.652, -503.79
25901,  00024.172,  00001.502, -00025.202, -500.95
26001,  00029.812,  00001.202, -00023.402, -496.21
26101,  00035.532,  00001.802, -00023.702, -492.42
26201,  00035.082,  00001.202, -00022.352, -487.69
26301,  00034.212,  00000.452, -00021.902, -482.95
26401,  00037.272, -00001.802, -00018.602, -479.17
26501,  00041.372, -00002.702, -00019.502, -475.38
26601,  00044.442, -00002.402, -00018.002, -470.64
26701,  00046.862, -00005.552, -00016.202, -465.91
26801,  00047.742, -00007.052, -00017.102, -462.12
26901,  00050.022, -00009.302, -00013.202, -458.33
27001,  00053.142, -00011.402, -00014.552, -453.60
27101,  00055.452, -00012.752, -00013.502, -448.86
27201,  00058.622, -00015.302, -00013.202, -444.13
27301,  00062.922, -00016.952, -00012.152, -442.23
27401,  00062.542, -00021.152, -00013.352, -436.55
27501,  00065.842, -00025.052, -00013.502, -431.82
27601,  00067.562, -00028.652, -00015.752, -428.03
27701,  00069.152, -00031.052, -00015.152, -428.03
27801,  00067.832, -00034.052, -00015.902, -426.14
27901,  00067.792, -00036.002, -00019.052, -428.98
28001,  00062.072, -00039.902, -00020.702, -432.77
28101,  00059.142, -00041.702, -00021.152, -435.61
28201,  00058.112, -00041.552, -00025.202, -437.50
28301,  00059.962, -00042.902, -00026.552, -444.13
28401,  00054.762, -00044.552, -00030.302, -448.86
28501,  00046.462, -00045.002, -00032.552, -451.70
28601,  00050.972, -00045.752, -00034.202, -454.55
28701,  00049.342, -00045.752, -00035.402, -459.28
28801,  00043.732, -00044.402, -00037.502, -464.02
28901,  00046.042, -00043.202, -00038.252, -467.80
29001,  00038.662, -00044.402, -00041.402, -471.59
29101,  00038.972, -00043.952, -00041.402, -475.38
29201,  00036.132, -00043.052, -00042.752, -480.11
29301,  00029.362, -00042.302, -00045.452, -484.85
29401,  00029.942, -00039.752, -00045.452, -488.64
29501,  00029.152, -00040.202, -00046.802, -491.48
29601,  00022.852, -00040.952, -00047.252, -497.16
29701,  00020.902, -00039.752, -00047.852, -501.89
29801,  00021.112, -00040.202, -00049.502, -504.73
29901,  00019.542, -00038.702, -00048.302, -510.42
30001,  00015.152, -00038.402, -00049.502, -513.26
30101,  00015.042, -00037.202, -00050.252, -517.99
30201,  00010.892, -00036.902, -00049.952, -519.89
30301,  00012.762, -00036.752, -00052.052, -522.73
30401,  00012.832, -00036.452, -00050.702, -523.67
30501,  00011.852, -00036.152, -00051.902, -524.62
30601,  00011.712, -00035.252, -00050.852, -524.62
30701,  00012.082, -00035.552, -00051.602, -526.52
30801,  00009.202, -00035.252, -00052.052, -524.62
30901,  00008.612, -00034.052, -00052.052, -525.57
31001,  00010.942, -00034.502, -00052.502, -525.57
31101,  00011.372, -00033.152, -00052.652, -526.52
31201,  00011.532, -00033.302, -00052.502, -526.52
31301,  00004.412, -00032.252, -00052.502, -524.62
31401,  00010.912, -00031.502, -00052.052, -526.52
31501,  00011.692, -00033.002, -00053.552, -526.52
31601,  00009.342, -00031.502, -00054.002, -524.62
31701,  00009.602, -00029.402, -00052.652, -526.52
31801,  00008.792, -00031.502, -00052.502, -525.57
31901,  00007.342, -00029.702, -00052.652, -527.46
32001,  00010.152, -00029.702, -00053.102, -525.57
32101,  00007.562, -00030.902, -00053.852, -526.52
32201,  00005.922, -00030.152, -00053.102, -526.52
32301,  00007.432, -00029.402, -00054.602, -526.52
32401,  00009.202, -00028.652, -00053.102, -525.57
32501,  00009.212, -00027.902, -00054.152, -526.52
32601,  00005.952, -00027.002, -00054.752, -526.52
32701,  00009.162, -00028.202, -00055.052, -527.46
32801,  00005.472, -00026.702, -00053.852, -525.57
32901,  00008.792, -00025.202, -00055.352, -527.46
33001,  00011.702, -00026.402, -00053.402, -525.57
33101,  00014.022, -00027.002, -00055.502, -524.62
33201,  00007.762, -00025.802, -00054.452, -526.52
33301,  00012.652, -00024.752, -00055.202, -525.57
33401,  00006.622, -00025.952, -00055.052, -526.52
33501,  00006.102, -00024.752, -00055.952, -525.57
33601,  00009.152, -00024.752, -00055.502, -527.46
33701,  00011.232, -00023.252, -00053.252, -525.57
33801,  00003.862, -00022.502, -00053.552, -526.52
33901,  00009.122, -00022.802, -00054.452, -525.57
34001,  00011.002, -00022.052, -00055.952, -526.52
34101,  00011.362, -00022.202, -00053.102, -525.57
34201,  00006.562, -00021.302, -00052.802, -527.46
34301,  00008.052, -00021.302, -00054.002, -525.57
34401,  00006.342, -00020.402, -00053.852, -526.52
34501,  00006.112, -00021.902, -00053.852, -526.52
34601,  00008.532, -00020.552, -00054.002, -526.52
34701,  00007.872, -00019.052, -00054.752, -526.52
34801,  00010.082, -00019.052, -00054.002, -526.52
34901,  00011.332, -00019.652, -00055.052, -526.52
35001,  00008.472, -00019.502, -00054.752, -525.57
35101,  00157.082, -00016.952, -00054.152, -378.79
35201,  00248.642, -00007.502, -00051.602, -183.71
35301,  00250.132, -00002.402, -00046.802, -80.49
35401,  00250.132,  00001.652, -00038.252, -30.30
35501,  00250.132,  00002.402, -00027.002, -6.63
35601,  00250.132, -00003.152, -00018.002, 0.94
35701,  00250.132, -00015.152, -00013.352, 0.00
35801,  00250.132, -00031.052, -00014.702, 0.00
35901,  00250.132, -00042.452, -00022.352, 0.00
36001,  00250.132, -00045.302, -00038.102, 0.00
36101,  00250.132, -00039.752, -00048.902, 0.00
36201,  00250.132, -00028.952, -00053.402, 0.00
36301,  00250.132, -00017.402, -00054.602, 0.00
36401,  00250.132, -00005.702, -00050.252, 0.00
36501,  00250.132,  00000.152, -00042.602, 0.00
36601,  00250.132,  00004.652, -00031.202, 0.00
36701,  00250.132, -00000.152, -00021.452, 0.00
36801,  00250.132, -00009.752, -00015.152, 0.00
36901,  00250.132, -00024.002, -00012.452, 0.00
37001,  00250.132, -00036.902, -00018.002, 0.00
37101,  00250.132, -00044.552, -00030.602, 0.00
37201,  00250.132, -00043.202, -00042.152, 0.00
37301,  00250.132, -00034.202, -00051.452, 0.00
37401,  00250.132, -00023.402, -00056.102, 0.00
37501,  00250.132, -00010.802, -00052.052, 0.00
37601,  00250.132, -00004.502, -00048.152, 0.00
37701,  00250.132,  00003.152, -00039.002, 0.00
37801,  00250.132,  00003.752, -00027.602, 0.00
37901,  00250.132, -00003.452, -00018.752, 0.00
38001,  00250.132, -00014.702, -00014.102, 0.00
38101,  00085.402, -00018.452, -00013.802, -1.88
38201,  00015.352, -00024.152, -00012.602, 0.00
38301,  00001.902, -00024.752, -00010.052, 1.88
38401,  00002.892, -00022.952, -00013.352, 0.00
38501,  00000.212, -00022.802, -00013.502, 0.00
38601, -00017.742, -00022.952, -00011.402, 0.00
38701, -00018.042, -00022.802, -00012.752, 0.00
38801, -00023.172, -00024.002, -00012.002, 0.00
38901, -00022.832, -00020.552, -00012.002, 0.00
39001, -00029.842, -00021.002, -00012.452, 0.00
39101, -00032.842, -00018.902, -00012.152, 0.00
39201, -00035.052, -00017.702, -00013.802, 0.00
39301, -00041.662, -00016.952, -00012.602, 0.00
39401, -00050.302, -00015.752, -00013.202, 0.00
39501, -00066.362, -00011.702, -00014.102, 0.00
39601, -00073.382, -00010.202, -00014.102, 0.00
39701, -00076.932, -00007.652, -00016.502, 0.00
39801, -00078.892, -00004.052, -00017.852, 0.00
39901, -00079.152, -00001.652, -00020.402, 0.00
time (ms), gyrz (dps), magx (uT), magy (uT), wheel (RPM)
116,  00010.572, -00027.752, -00056.402, 0.00
201, -00064.452, -00027.152, -00053.852, -88.17
301, -00082.522, -00031.952, -00053.852, -221.25
401, -00072.512, -00033.002, -00052.502, -315.94
501, -00066.402, -00038.402, -00050.702, -378.75
601, -00040.972, -00039.152, -00049.202, -419.06
701, -00002.052, -00039.752, -00050.102, -449.81
801,  00023.002, -00038.402, -00049.952, -465.94
901,  00036.122, -00038.702, -00049.952, -483.90
1001,  00032.632, -00036.752, -00050.102, -497.16
1101,  00027.402, -00035.552, -00051.602, -506.63
1201,  00031.592, -00036.002, -00050.852, -512.31
1301,  00027.422, -00034.502, -00052.802, -517.05
1401,  00029.952, -00031.802, -00053.252, -519.89
1501,  00028.292, -00031.952, -00053.852, -521.78
1601,  00028.022, -00030.752, -00055.802, -523.67
1701,  00025.952, -00030.302, -00055.502, -524.62
1801,  00011.782, -00028.052, -00054.752, -525.57
1901,  00008.102, -00026.702, -00053.852, -527.46
2001,  00009.252, -00027.302, -00054.452, -527.46
2101,  00015.842, -00027.302, -00054.452, -521.25
2201,  00015.102, -00026.252, -00054.002, -525.57
2301,  00011.542, -00025.052, -00055.502, -527.46
2401,  00009.152, -00025.952, -00055.052, -524.62
2501,  00004.892, -00025.952, -00055.352, -527.46
2601, -00002.382, -00026.552, -00054.752, -526.52
2701,  00001.312, -00024.452, -00053.852, -522.19
2801, -00005.092, -00024.902, -00053.402, -522.19
2901,  00000.932, -00025.802, -00055.952, -521.25
3001, -00001.012, -00025.652, -00054.602, -527.46
3101, -00004.222, -00026.252, -00054.002, -521.25
3201, -00001.702, -00026.702, -00054.152, -526.52
3301, -00003.322, -00025.802, -00054.752, -521.25
3401, -00001.792, -00026.402, -00053.852, -526.52
3501, -00001.692, -00026.552, -00054.452, -521.25
3601, -00000.322, -00027.752, -00054.752, -525.57
3701,  00000.662, -00027.452, -00053.852, -522.19
3801, -00003.982, -00027.152, -00055.052, -521.25
3901, -00004.902, -00025.052, -00055.502, -526.52
4001, -00007.692, -00026.402, -00054.602, -521.25
4101,  00001.062, -00026.402, -00054.602, -521.25
4201,  00000.152, -00027.902, -00053.852, -526.52
4301, -00000.062, -00025.502, -00054.002, -521.25
4401, -00002.372, -00026.252, -00055.202, -520.31
4501,  00002.442, -00026.252, -00054.452, -526.52
4601, -00000.122, -00026.702, -00053.852, -521.25
4701, -00004.832, -00025.952, -00054.602, -522.19
4801, -00001.522, -00026.552, -00054.752, -526.52
4901,  00003.972, -00026.252, -00054.452, -522.19
5001,  00000.752, -00026.402, -00054.152, -525.57
5101,  00002.532, -00026.702, -00053.852, -526.52
5201, -00003.602, -00027.002, -00054.752, -523.12
5301, -00004.922, -00025.952, -00054.152, -526.52
5401, -00003.422, -00026.252, -00054.752, -526.52
5501, -00001.722, -00027.152, -00056.552, -521.25
5601,  00001.482, -00028.052, -00055.202, -524.62
5701,  00003.232, -00027.002, -00055.502, -521.25
5801,  00002.722, -00026.402, -00055.052, -526.52
5901,  00000.722, -00027.902, -00054.152, -521.25
6001, -00000.092, -00025.802, -00053.252, -526.52
6101, -00000.122, -00027.452, -00053.852, -521.25
6201, -00000.442, -00027.902, -00053.102, -526.52
6301, -00001.222, -00025.952, -00053.402, -526.52
6401, -00000.532, -00026.552, -00055.952, -526.52
6501, -00000.782, -00025.952, -00055.052, -526.52
6601,  00000.672, -00026.252, -00054.002, -521.25
6701, -00001.282, -00025.952, -00055.352, -527.46
6801, -00001.622, -00026.402, -00054.602, -525.57
6901,  00001.052, -00026.402, -00056.552, -522.19
7001,  00001.692, -00025.802, -00054.002, -525.57
7101, -00000.352, -00026.252, -00055.502, -521.25
7201,  00000.982, -00027.002, -00055.202, -526.52
7301,  00000.002, -00026.252, -00053.552, -520.31
7401,  00003.152, -00025.952, -00053.852, -522.19
7501,  00001.602, -00027.152, -00054.152, -527.46
7601, -00000.172, -00026.252, -00054.452, -526.52
7701,  00001.052, -00025.202, -00055.052, -526.52
7801,  00000.042, -00027.002, -00054.752, -521.25
7901,  00001.482, -00025.802, -00056.402, -521.25
8001,  00002.532, -00025.202, -00055.052, -522.19
8101,  00000.852, -00025.652, -00054.602, -525.57
8201,  00000.092, -00025.502, -00054.452, -522.19
8301, -00000.422, -00027.152, -00054.152, -522.19
8401,  00005.522, -00025.052, -00055.502, -521.25
8501,  00001.812, -00025.202, -00053.852, -526.52
8601,  00001.312, -00024.002, -00053.252, -520.31
8701,  00001.462, -00026.402, -00053.852, -525.57
8801,  00002.212, -00026.402, -00054.602, -521.25
8901,  00002.402, -00024.902, -00053.852, -525.57
9001, -00000.992, -00025.502, -00053.552, -524.62
9101, -00000.172, -00025.502, -00053.552, -522.19
9201,  00001.232, -00025.502, -00054.452, -526.52
9301,  00003.892, -00023.552, -00054.002, -525.57
9401,  00002.182, -00026.252, -00053.252, -526.52
9501,  00000.592, -00025.502, -00055.202, -525.57
9601,  00003.242, -00024.752, -00055.202, -522.19
9701, -00000.732, -00025.202, -00054.152, -521.25
9801, -00001.082, -00025.502, -00055.202, -520.31
9901,  00000.022, -00025.502, -00054.452, -522.19
10001, -00000.612, -00024.302, -00053.552, -521.25
10101,  00001.942, -00024.752, -00052.802, -527.46
10201,  00003.772, -00024.752, -00054.752, -525.57
10301, -00000.982, -00025.052, -00053.552, -526.52
10401,  00001.102, -00024.752, -00055.202, -522.19
10501,  00002.372, -00025.652, -00055.052, -525.57
10601, -00001.792, -00025.502, -00054.002, -521.25
10701,  00000.262, -00025.052, -00055.202, -526.52
10801,  00000.262, -00022.652, -00055.052, -525.57
10901,  00000.662, -00024.902, -00054.152, -526.52
11001,  00000.902, -00024.152, -00054.152, -525.57
11101,  00001.392, -00024.152, -00053.852, -525.57
11201,  00002.302, -00023.552, -00055.952, -522.19
11301,  00001.542, -00024.452, -00055.802, -521.25
11401, -00003.072, -00024.902, -00055.802, -526.52
11501,  00001.212, -00023.552, -00053.552, -526.52
11601, -00002.682, -00023.252, -00054.752, -526.52
11701, -00000.242, -00022.952, -00055.052, -520.31
11801, -00000.922, -00024.752, -00054.452, -522.19
11901,  00000.612, -00024.452, -00054.602, -525.57
12001,  00003.562, -00023.402, -00056.102, -526.52
12101, -00000.222, -00024.902, -00054.152, -526.52
12201,  00004.182, -00024.752, -00055.952, -525.57
12301,  00001.302, -00023.402, -00054.602, -526.52
12401,  00000.372, -00024.002, -00054.752, -526.52
12501,  00001.752, -00024.302, -00054.002, -525.57
12601, -00000.702, -00024.302, -00054.002, -521.25
12701,  00001.612, -00023.252, -00054.002, -521.25
12801,  00001.212, -00023.552, -00054.752, -525.57
12901, -00001.692, -00023.402, -00054.152, -522.19
13001, -00000.932, -00023.552, -00055.502, -526.52
13101,  00001.982, -00024.002, -00054.752, -520.31
13201,  00002.662, -00021.752, -00055.202, -521.25
13301,  00001.072, -00023.402, -00054.152, -526.52
13401, -00002.562, -00023.552, -00054.002, -526.52
13501,  00002.202, -00022.202, -00055.352, -522.19
13601,  00001.382, -00024.752, -00054.752, -526.52
13701, -00001.562, -00025.052, -00054.752, -522.19
13801,  00001.942, -00022.652, -00054.602, -526.52
13901, -00001.942, -00024.302, -00055.202, -526.52
14001, -00000.342, -00023.702, -00054.152, -525.57
14101,  00002.902, -00023.402, -00056.102, -527.46
14201, -00000.552, -00024.902, -00055.352, -525.57
14301, -00002.682, -00022.652, -00054.602, -527.46
14401,  00002.212, -00024.152, -00055.802, -527.46
14501,  00000.132, -00022.652, -00055.352, -525.57
14601, -00001.762, -00023.402, -00055.052, -521.25
14701, -00001.842, -00024.752, -00055.202, -526.52
14801,  00001.342, -00022.952, -00055.352, -526.52
14901,  00000.952, -00023.702, -00056.102, -521.25
15001,  00000.162, -00023.702, -00054.602, -523.12
15101, -00003.002, -00024.752, -00055.202, -525.57
15201, -00001.542, -00022.652, -00054.602, -529.36
15301, -00000.762, -00023.402, -00055.052, -530.30
15401, -00002.742, -00022.202, -00055.052, -533.14
15501, -00007.312, -00023.402, -00054.602, -535.98
15601, -00012.272, -00024.302, -00054.002, -540.72
15701, -00006.892, -00024.752, -00054.752, -544.51
15801, -00014.392, -00024.752, -00054.752, -548.30
15901, -00017.112, -00026.252, -00054.752, -552.08
16001, -00016.512, -00026.552, -00054.452, -556.82
16101, -00019.152, -00027.152, -00054.152, -559.66
16201, -00026.092, -00027.752, -00054.452, -565.34
16301, -00027.472, -00028.952, -00053.402, -568.18
16401, -00029.032, -00030.002, -00053.252, -572.92
16501, -00031.502, -00030.902, -00052.652, -576.70
16601, -00032.482, -00033.902, -00052.652, -579.55
16701, -00034.552, -00034.202, -00052.652, -585.23
16801, -00038.312, -00033.452, -00051.902, -589.02
16901, -00039.502, -00036.152, -00050.252, -591.86
17001, -00041.902, -00039.002, -00049.352, -596.59
17101, -00045.462, -00039.452, -00049.202, -601.33
17201, -00049.402, -00040.502, -00048.152, -605.11
17301, -00048.422, -00040.652, -00045.302, -609.85
17401, -00054.092, -00043.202, -00044.402, -614.58
17501, -00054.792, -00043.052, -00043.052, -617.42
17601, -00052.272, -00044.702, -00040.652, -622.16
17701, -00054.162, -00045.002, -00038.402, -623.11
17801, -00058.262, -00045.302, -00037.652, -624.05
17901, -00054.942, -00045.302, -00033.452, -622.16
18001, -00055.712, -00044.252, -00031.802, -620.27
18101, -00053.982, -00044.552, -00029.552, -616.48
18201, -00051.892, -00043.802, -00027.602, -615.53
18301, -00046.792, -00043.802, -00025.952, -609.85
18401, -00043.122, -00040.802, -00023.702, -606.06
18501, -00045.632, -00041.552, -00021.302, -602.27
18601, -00041.152, -00038.702, -00020.402, -599.43
18701, -00040.752, -00036.752, -00019.052, -593.75
18801, -00033.502, -00036.302, -00017.102, -589.96
18901, -00034.952, -00036.002, -00016.652, -586.17
19001, -00032.942, -00034.802, -00016.802, -581.44
19101, -00030.272, -00032.402, -00017.252, -576.70
19201, -00027.822, -00031.652, -00014.852, -571.97
19301, -00025.672, -00030.452, -00014.552, -569.13
19401, -00014.892, -00028.652, -00013.352, -563.45
19501, -00018.322, -00028.202, -00014.852, -560.61
19601, -00017.042, -00026.552, -00013.952, -553.98
19701, -00012.632, -00026.702, -00013.802, -551.14
19801, -00008.092, -00025.802, -00014.252, -547.35
19901, -00010.412, -00025.802, -00013.952, -543.56
20001, -00007.442, -00025.202, -00012.602, -537.88
20101, -00005.072, -00023.702, -00014.552, -535.04
20201, -00003.922, -00024.152, -00012.902, -532.20
20301, -00003.532, -00025.202, -00012.902, -529.36
20401, -00001.012, -00025.652, -00013.352, -529.36
20501,  00001.202, -00025.952, -00014.102, -529.36
20601,  00000.422, -00024.752, -00012.752, -527.46
20701, -00004.452, -00025.052, -00013.202, -527.46
20801, -00002.932, -00024.302, -00012.002, -527.46
20901, -00001.752, -00022.952, -00013.352, -526.52
21001, -00000.472, -00024.302, -00012.752, -522.19
21101,  00000.902, -00025.502, -00013.952, -526.52
21201, -00001.462, -00025.202, -00012.902, -527.46
21301, -00001.432, -00024.302, -00014.252, -527.46
21401,  00001.882, -00024.452, -00013.352, -527.46
21501, -00005.292, -00023.552, -00013.502, -527.46
21601, -00002.512, -00024.752, -00013.502, -527.46
21701, -00000.252, -00024.152, -00013.802, -526.52
21801, -00000.812, -00024.452, -00014.852, -527.46
21901, -00000.822, -00023.252, -00013.202, -526.52
22001, -00001.782, -00023.252, -00014.702, -526.52
22101, -00001.662, -00024.752, -00013.952, -526.52
22201,  00000.752, -00023.252, -00012.752, -526.52
22301,  00000.412, -00024.152, -00012.902, -527.46
22401, -00001.342, -00024.152, -00012.602, -527.46
22501, -00002.372, -00022.952, -00012.602, -525.57
22601, -00000.382, -00024.302, -00015.152, -526.52
22701, -00003.182, -00024.002, -00012.002, -527.46
22801,  00000.762, -00023.402, -00012.152, -527.46
22901,  00001.492, -00023.402, -00012.152, -525.57
23001,  00000.682, -00024.302, -00012.752, -527.46
23101, -00001.392, -00023.552, -00012.002, -527.46
23201, -00000.052, -00024.452, -00013.802, -526.52
23301,  00000.762, -00024.302, -00012.452, -526.52
23401, -00005.432, -00024.152, -00012.602, -527.46
23501, -00002.572, -00022.952, -00012.602, -527.46
23601,  00000.442, -00023.702, -00013.802, -527.46
23701, -00003.522, -00022.952, -00014.552, -527.46
23801, -00002.522, -00023.402, -00013.352, -526.52
23901, -00004.732, -00022.802, -00011.252, -527.46
24001, -00002.602, -00022.052, -00012.452, -527.46
24101, -00002.092, -00022.952, -00013.352, -526.52
24201, -00005.262, -00023.702, -00013.352, -526.52
24301,  00000.112, -00024.002, -00012.002, -527.46
24401, -00001.002, -00022.802, -00013.502, -526.52
24501,  00000.172, -00022.802, -00013.502, -522.19
24601, -00003.722, -00022.652, -00012.152, -525.57
24701, -00003.502, -00022.652, -00013.802, -522.19
24801, -00002.872, -00021.302, -00011.552, -525.57
24901, -00000.502, -00022.052, -00014.702, -527.46
25001, -00000.112, -00023.402, -00013.352, -527.46
25101, -00004.112, -00022.952, -00011.852, -527.46
25201, -00001.882, -00020.552, -00013.502, -524.62
25301,  00003.732, -00022.202, -00013.352, -524.62
25401,  00002.312, -00022.802, -00012.752, -519.89
25501,  00004.832, -00021.752, -00013.502, -516.10
25601,  00010.742, -00022.802, -00012.452, -512.31
25701,  00010.392, -00022.952, -00013.802, -509.47
25801,  00012.282, -00022.952, -00013.802, -505.68
25901,  00015.532, -00023.252, -00013.202, -500.95
26001,  00013.312, -00025.502, -00013.502, -497.16
26101,  00014.232, -00027.002, -00013.202, -491.48
26201,  00023.212, -00026.402, -00012.902, -488.64
26301,  00025.512, -00028.652, -00015.302, -484.85
26401,  00027.602, -00030.152, -00013.802, -480.11
26501,  00029.632, -00030.002, -00015.152, -475.38
26601,  00030.752, -00031.202, -00017.252, -470.64
26701,  00034.122, -00034.802, -00018.152, -466.86
26801,  00040.542, -00034.952, -00018.002, -463.07
26901,  00035.842, -00037.802, -00018.602, -458.33
27001,  00040.402, -00037.952, -00019.952, -453.60
27101,  00043.662, -00040.052, -00021.002, -448.86
27201,  00047.822, -00040.052, -00023.252, -446.02
27301,  00050.532, -00043.202, -00025.802, -442.23
27401,  00052.342, -00043.952, -00027.752, -437.50
27501,  00052.762, -00044.402, -00028.502, -432.77
27601,  00059.492, -00044.252, -00031.502, -430.87
27701,  00055.062, -00044.702, -00031.652, -427.08
27801,  00055.292, -00045.902, -00035.552, -427.08
27901,  00056.212, -00043.502, -00038.102, -429.92
28001,  00051.662, -00045.452, -00038.252, -432.77
28101,  00053.902, -00044.552, -00041.552, -435.61
28201,  00047.792, -00042.752, -00044.252, -438.45
28301,  00043.052, -00041.402, -00045.602, -443.18
28401,  00044.822, -00042.002, -00047.402, -448.86
28501,  00038.152, -00039.902, -00048.302, -450.76
28601,  00039.682, -00038.252, -00049.352, -455.49
28701,  00036.082, -00037.652, -00049.202, -459.28
28801,  00029.802, -00035.402, -00050.252, -463.07
28901,  00027.182, -00035.552, -00051.602, -467.80
29001,  00026.312, -00034.052, -00051.602, -471.59
29101,  00024.282, -00033.452, -00052.202, -476.33
29201,  00023.952, -00033.152, -00052.652, -480.11
29301,  00023.212, -00032.702, -00052.652, -482.95
29401,  00018.122, -00030.152, -00053.402, -488.64
29501,  00018.722, -00030.152, -00054.152, -491.48
29601,  00015.142, -00029.402, -00051.902, -498.11
29701,  00012.272, -00029.252, -00054.452, -501.89
29801,  00008.312, -00028.802, -00052.802, -505.68
29901,  00007.272, -00028.652, -00052.202, -508.52
30001,  00002.372, -00028.502, -00054.452, -513.26
30101, -00000.152, -00028.652, -00055.052, -517.99
30201,  00001.842, -00028.652, -00055.052, -520.83
30301, -00000.632, -00028.502, -00053.252, -522.73
30401, -00002.052, -00028.202, -00054.602, -523.67
30501, -00001.182, -00028.052, -00055.502, -525.57
30601, -00001.142, -00028.202, -00053.402, -524.62
30701, -00003.142, -00028.052, -00055.202, -525.57
30801,  00003.732, -00028.052, -00055.502, -525.57
30901, -00001.742, -00027.452, -00054.152, -526.52
31001, -00001.222, -00030.002, -00054.002, -526.52
31101, -00002.892, -00028.802, -00054.752, -526.52
31201, -00008.192, -00028.652, -00053.852, -526.52
31301,  00000.212, -00028.952, -00053.852, -526.52
31401, -00003.152, -00028.802, -00054.752, -526.52
31501, -00001.672, -00028.202, -00054.152, -526.52
31601, -00004.062, -00028.802, -00053.552, -527.46
31701, -00003.612, -00028.802, -00054.002, -526.52
31801,  00001.522, -00029.252, -00053.552, -526.52
31901, -00002.882, -00027.902, -00053.852, -525.57
32001, -00004.212, -00029.402, -00054.602, -527.46
32101, -00002.382, -00030.752, -00052.802, -526.52
32201, -00005.372, -00030.302, -00054.452, -525.57
32301, -00002.152, -00029.402, -00053.852, -526.52
32401,  00000.082, -00030.152, -00054.602, -526.52
32501, -00001.632, -00029.402, -00053.102, -520.31
32601, -00003.042, -00029.402, -00053.102, -526.52
32701, -00002.072, -00028.502, -00052.802, -527.46
32801, -00001.922, -00030.152, -00054.152, -526.52
32901, -00001.832, -00030.902, -00053.102, -525.57
33001,  00000.152, -00030.302, -00054.002, -525.57
33101,  00000.152, -00030.302, -00053.252, -527.46
33201, -00000.912, -00030.752, -00054.752, -526.52
33301, -00000.112, -00031.502, -00053.252, -526.52
33401, -00003.852, -00030.902, -00053.402, -526.52
33501, -00004.502, -00031.052, -00055.502, -526.52
33601, -00004.502, -00030.152, -00053.402, -526.52
33701, -00003.422, -00030.902, -00052.652, -526.52
33801, -00002.162, -00031.202, -00053.852, -526.52
33901, -00004.312, -00030.302, -00053.252, -526.52
34001, -00005.762, -00031.202, -00054.152, -526.52
34101, -00004.472, -00030.452, -00052.652, -525.57
34201, -00002.352, -00031.052, -00052.502, -527.46
34301, -00004.632, -00030.752, -00052.802, -527.46
34401, -00002.982, -00030.902, -00051.902, -525.57
34501, -00000.732, -00032.702, -00053.852, -525.57
34601, -00001.662, -00032.552, -00052.052, -527.46
34701, -00000.662, -00030.152, -00052.202, -526.52
34801, -00002.782, -00032.702, -00053.402, -526.52
34901, -00002.272, -00031.652, -00053.402, -525.57
35001, -00002.822, -00031.652, -00053.852, -527.46
35101,  00145.662, -00028.202, -00055.052, -379.73
35201,  00232.312, -00021.752, -00053.552, -183.71
35301,  00250.132, -00012.152, -00053.102, -79.55
35401,  00250.132, -00003.902, -00048.752, -29.36
35501,  00250.132,  00002.702, -00041.702, -5.62
35601,  00250.132,  00004.202, -00030.152, 1.88
35701,  00250.132, -00001.052, -00019.352, 0.00
35801,  00250.132, -00010.802, -00013.502, 0.00
35901,  00250.132, -00025.802, -00012.752, 0.00
36001,  00250.132, -00037.952, -00021.152, 0.00
36101,  00250.132, -00043.952, -00030.452, 0.00
36201,  00250.132, -00043.652, -00042.602, 0.00
36301,  00250.132, -00034.952, -00052.652, 0.00
36401,  00250.132, -00025.652, -00056.102, 0.00
36501,  00250.132, -00014.252, -00053.552, 0.00
36601,  00250.132, -00003.152, -00047.552, 0.00
36701,  00250.132,  00002.402, -00038.702, 0.00
36801,  00250.132,  00003.152, -00028.202, 0.00
36901,  00250.132, -00001.052, -00019.802, 0.00
37001,  00250.132, -00010.952, -00013.802, 0.00
37101,  00250.132, -00024.002, -00012.452, 0.00
37201,  00250.132, -00037.202, -00019.502, 0.00
37301,  00250.132, -00044.702, -00032.402, 0.00
37401,  00250.132, -00043.952, -00043.352, 0.00
37501,  00250.132, -00037.052, -00050.852, 0.00
37601,  00250.132, -00023.402, -00053.852, 0.00
37701,  00250.132, -00012.302, -00054.452, 0.00
37801,  00250.132, -00003.902, -00047.552, 0.00
