3544,937.5
3549,796.87
3550,843.75
3554,843.75
3556,796.87
3559,750
3561,843.75
3564,796.87
3566,843.75
3569,796.87
3571,796.87
3574,750
3576,843.75
3579,750
3580,796.87
3584,796.87
3585,796.87
3589,750
3590,843.75
3594,796.87
3595,796.87
3599,796.87
3600,796.87
3604,796.87
3605,796.87
3609,796.87
3610,796.87
3614,843.75
3615,843.75
3619,750
3620,843.75
3624,750
3625,796.87
3629,796.87
3630,796.87
3634,796.87
3635,796.87
3639,796.87
3640,843.75
3644,796.87
3645,796.87
3649,796.87
3650,843.75
3654,796.87
3655,843.75
3659,796.87
3660,796.87
3664,796.87
3665,796.87
3669,796.87
3670,796.87
3674,796.87
3675,796.87
3679,843.75
3680,750
3684,796.87
3685,843.75
3689,750
3690,843.75
3694,796.87
3695,796.87
3699,843.75
3700,796.87
3704,843.75
3709,796.87
3712,750
3713,843.75
3717,796.87
3718,796.87
3720,375.53
3768,796.87
3769,796.87
3773,796.87
3774,796.87
3778,796.87
3780,843.75
3781,937.5
3785,796.87
3786,796.87
3790,890.62
3792,843.75
3793,843.75
3797,843.75
3799,843.75
3804,843.75
3805,890.62
3809,750
3810,796.87
3812,937.5
3816,796.87
3817,843.75
3821,843.75
3822,796.87
3826,890.62
3827,796.87
3833,796.87
3836,796.87
3880,980.11
3882,796.87
3883,796.87
3887,796.87
3889,796.87
3892,796.87
3893,843.75
3897,796.87
3898,843.75
3902,796.87
3903,843.75
3907,796.87
3908,796.87
3912,796.87
3913,796.87
3917,796.87
3918,843.75
3922,796.87
3927,796.87
3930,796.87
3932,796.87
3935,796.87
3936,796.87
3940,843.75
3941,796.87
3945,796.87
3946,796.87
3950,796.87
3951,843.75
3955,796.87
3956,796.87
3960,843.75
3961,796.87
3965,796.87
3966,843.75
3970,796.87
3973,796.87
3975,796.87
3978,796.87
3979,796.87
3983,843.75
3984,796.87
3988,796.87
3989,796.87
3993,843.75
3994,750
3998,796.87
3999,843.75
