time (ms), gyrz (dps), magx (uT), magy (uT), wheel (RPM)
901, -00250.142,  00047.102,  00046.802, -493.37
1001, -00221.022,  00055.802,  00037.652, -501.89
1101, -00095.022,  00059.102,  00033.302, -494.32
1201, -00039.402,  00060.002,  00028.202, -492.42
1301, -00004.142,  00059.852,  00030.602, -496.21
1401,  00000.822,  00059.852,  00028.502, -501.89
1501,  00011.072,  00059.852,  00029.252, -505.68
1601,  00012.282,  00060.302,  00027.902, -508.52
1701,  00014.722,  00059.552,  00028.652, -513.26
1801,  00011.762,  00057.452,  00030.152, -515.15
1901,  00010.152,  00058.952,  00030.452, -517.05
2001,  00006.512,  00058.952,  00029.702, -517.99
2101, -00000.252,  00058.202,  00031.652, -517.99
2201,  00003.602,  00059.102,  00031.052, -514.69
2301,  00005.982,  00060.002,  00030.452, -513.75
2401,  00002.202,  00058.202,  00030.152, -515.62
2501,  00004.862,  00058.952,  00031.652, -520.83
2601,  00000.872,  00058.952,  00031.202, -521.78
2701,  00001.082,  00059.852,  00031.802, -520.83
2801,  00001.182,  00059.852,  00032.102, -514.69
2901,  00002.542,  00058.652,  00030.302, -515.62
3001,  00002.562,  00057.752,  00031.202, -520.83
3101, -00002.862,  00058.652,  00032.552, -519.89
3201,  00007.212,  00058.052,  00034.052, -521.78
3301, -00000.062,  00057.152,  00032.402, -521.78
3401, -00002.472,  00059.852,  00032.852, -515.62
3501, -00000.812,  00058.052,  00031.802, -519.89
3601, -00000.782,  00060.002,  00033.752, -514.69
3701,  00002.502,  00059.102,  00032.852, -515.62
3801,  00001.612,  00058.502,  00034.202, -520.83
3901, -00000.472,  00059.102,  00033.302, -516.56
4001, -00003.612,  00057.152,  00033.002, -522.73
4101,  00000.112,  00057.752,  00033.752, -515.62
4201, -00000.202,  00058.652,  00033.302, -520.83
4301,  00001.052,  00057.452,  00034.502, -520.83
4401,  00000.182,  00057.602,  00032.852, -520.83
4501,  00001.472,  00058.352,  00032.852, -515.62
4601, -00004.652,  00058.202,  00032.402, -521.78
4701,  00001.562,  00058.952,  00033.752, -522.73
4801, -00001.252,  00057.602,  00032.102, -520.83
4901,  00002.732,  00057.302,  00032.852, -515.62
5001, -00000.272,  00058.502,  00034.502, -520.83
5101,  00000.962,  00059.102,  00032.102, -520.83
5201,  00000.442,  00057.602,  00032.552, -516.56
5301,  00000.472,  00058.352,  00033.302, -521.78
5401, -00001.022,  00058.202,  00033.452, -521.78
5501,  00001.482,  00059.252,  00031.652, -520.83
5601,  00000.672,  00058.952,  00034.952, -521.78
5701,  00000.882,  00059.102,  00032.102, -519.89
5801, -00001.442,  00058.652,  00033.602, -516.56
5901, -00002.792,  00058.502,  00033.452, -515.62
6001, -00002.742,  00058.502,  00033.752, -521.78
6101, -00005.362,  00057.752,  00033.002, -517.50
6201, -00005.092,  00058.202,  00032.402, -520.83
6301,  00000.122,  00058.502,  00033.002, -516.56
6401,  00000.482,  00059.552,  00032.702, -514.69
6501,  00003.722,  00058.052,  00034.052, -520.83
6601, -00001.972,  00058.202,  00033.002, -516.56
6701, -00002.472,  00058.352,  00033.602, -520.83
6801,  00002.252,  00058.952,  00033.002, -522.73
6901, -00000.442,  00058.502,  00033.752, -521.78
7001,  00000.182,  00057.602,  00034.352, -516.56
7101,  00000.862,  00058.202,  00032.702, -515.62
7201, -00004.462,  00059.102,  00032.852, -519.89
7301, -00000.632,  00057.452,  00034.202, -516.56
7401, -00001.842,  00059.552,  00032.402, -516.56
7501, -00000.702,  00056.702,  00032.702, -516.56
7601, -00004.052,  00057.602,  00032.852, -521.78
7701,  00003.442,  00058.202,  00032.702, -521.78
7801,  00001.122,  00057.302,  00032.552, -520.83
7901, -00000.532,  00058.202,  00033.752, -519.89
8001,  00000.782,  00059.102,  00031.802, -521.78
8101, -00002.502,  00058.952,  00033.002, -515.62
8201,  00002.092,  00057.752,  00034.502, -522.73
8301,  00000.422,  00058.952,  00032.702, -521.78
8401, -00001.862,  00057.302,  00033.302, -521.78
8501, -00001.722,  00058.352,  00033.602, -520.83
8601, -00002.142,  00058.952,  00033.002, -515.62
8701, -00002.732,  00058.502,  00033.002, -520.83
8801, -00001.702,  00057.152,  00033.452, -521.78
8901,  00007.202,  00058.652,  00032.102, -521.78
9001, -00002.802,  00058.052,  00032.852, -521.78
9101,  00001.562,  00057.452,  00033.452, -521.78
9201, -00000.742,  00058.202,  00034.202, -520.83
9301, -00001.922,  00057.602,  00032.852, -516.56
9401, -00000.022,  00058.352,  00032.552, -515.62
9501, -00007.122,  00057.302,  00032.852, -521.78
9601, -00002.252,  00060.002,  00032.702, -521.78
9701, -00002.212,  00056.702,  00033.002, -521.78
9801, -00003.922,  00058.652,  00032.852, -521.78
9901, -00002.242,  00058.952,  00030.152, -521.78
10001,  00001.762,  00057.152,  00031.952, -520.83
10101,  00003.842,  00058.652,  00034.352, -520.83
10201, -00000.352,  00058.652,  00032.852, -521.78
10301, -00003.762,  00058.502,  00032.402, -521.78
10401, -00001.322,  00058.952,  00034.502, -522.73
10501,  00001.972,  00058.352,  00033.302, -521.78
10601, -00000.082,  00057.752,  00032.702, -521.78
10701,  00000.902,  00058.952,  00033.752, -520.83
10801,  00001.052,  00060.002,  00032.702, -520.83
10901, -00000.162,  00059.252,  00033.452, -521.78
11001, -00001.062,  00059.102,  00034.052, -521.78
11101,  00000.992,  00058.352,  00033.302, -521.78
11201, -00003.482,  00059.402,  00033.302, -517.50
11301, -00001.092,  00057.002,  00034.052, -521.78
11401, -00001.592,  00058.052,  00032.552, -520.83
11501,  00000.082,  00059.102,  00034.802, -520.83
11601,  00001.162,  00058.502,  00032.702, -517.50
11701, -00005.272,  00058.202,  00032.402, -520.83
11801,  00001.772,  00059.252,  00033.452, -522.73
11901,  00000.602,  00057.002,  00033.602, -522.73
12001, -00001.732,  00060.602,  00031.952, -521.78
12101,  00000.532,  00058.652,  00033.302, -520.83
12201,  00002.472,  00056.552,  00034.352, -520.83
12301,  00000.232,  00058.202,  00035.252, -521.78
12401, -00002.052,  00058.952,  00034.202, -521.78
12501, -00003.222,  00058.202,  00034.202, -522.73
12601,  00000.792,  00058.952,  00034.202, -521.78
12701, -00003.842,  00058.352,  00032.552, -522.73
12801, -00001.382,  00060.002,  00033.002, -520.83
12901, -00002.052,  00058.952,  00034.202, -516.56
13001, -00002.052,  00058.052,  00033.602, -520.83
13101, -00001.342,  00058.052,  00032.852, -517.50
13201, -00001.772,  00057.452,  00034.952, -521.78
13301, -00001.442,  00057.452,  00033.452, -523.67
13401, -00007.322,  00058.202,  00031.952, -521.78
13501, -00007.042,  00059.402,  00032.552, -521.78
13601, -00003.662,  00059.402,  00032.852, -521.78
13701, -00000.802,  00057.752,  00032.702, -520.83
13801, -00002.532,  00057.752,  00032.702, -521.78
13901, -00000.532,  00058.652,  00033.302, -522.73
14001, -00002.052,  00058.352,  00031.802, -521.78
14101,  00000.112,  00057.602,  00033.602, -521.78
14201, -00001.032,  00057.452,  00031.202, -521.78
14301, -00002.362,  00060.002,  00033.752, -520.83
14401, -00000.732,  00057.602,  00031.802, -521.78
14501,  00000.312,  00059.402,  00034.052, -521.78
14601, -00000.192,  00058.952,  00032.702, -521.78
14701, -00001.732,  00059.102,  00033.302, -522.73
14801, -00004.912,  00060.302,  00032.402, -521.78
14901,  00002.612,  00059.102,  00031.352, -521.78
15001,  00001.352,  00058.502,  00032.402, -521.78
15101,  00000.532,  00057.602,  00033.302, -521.78
15201,  00000.832,  00058.952,  00033.752, -523.67
15301, -00002.402,  00056.702,  00033.002, -526.52
15401, -00008.302,  00059.102,  00032.102, -528.41
15501, -00005.752,  00059.552,  00031.952, -532.20
15601, -00002.292,  00058.352,  00031.352, -535.98
15701, -00004.502,  00058.502,  00031.202, -538.83
15801, -00005.002,  00059.552,  00033.002, -541.67
15901, -00006.152,  00058.652,  00032.552, -547.35
16001, -00011.242,  00058.952,  00031.652, -551.14
16101, -00013.502,  00059.552,  00031.952, -554.92
16201, -00019.982,  00058.202,  00031.202, -560.61
16301, -00020.322,  00060.002,  00029.402, -563.45
16401, -00024.782,  00060.152,  00029.552, -569.13
16501, -00029.002,  00061.352,  00028.952, -572.92
16601, -00034.232,  00060.602,  00027.152, -576.70
16701, -00033.502,  00059.552,  00024.602, -579.55
16801, -00034.752,  00060.152,  00024.002, -585.23
16901, -00040.022,  00060.452,  00022.202, -589.02
17001, -00046.722,  00057.002,  00019.952, -592.80
17101, -00047.342,  00058.952,  00020.852, -597.54
17201, -00050.472,  00058.052,  00017.402, -601.33
17301, -00051.852,  00056.702,  00015.602, -605.11
17401, -00056.442,  00052.952,  00013.202, -610.80
17501, -00059.072,  00052.052,  00010.802, -613.64
17601, -00061.782,  00051.002,  00009.752, -618.37
17701, -00061.102,  00047.702,  00007.352, -618.37
17801, -00064.852,  00046.652,  00005.852, -619.32
17901, -00062.322,  00041.852,  00002.402, -618.37
18001, -00063.432,  00040.652,  00003.452, -614.58
18101, -00054.082,  00038.552,  00001.952, -611.74
18201, -00057.612,  00036.302,  00001.052, -607.95
18301, -00049.642,  00032.852,  00000.452, -604.17
18401, -00045.352,  00029.102,  00001.052, -600.38
18501, -00043.622,  00028.652,  00000.902, -596.59
18601, -00045.212,  00024.302,  00001.652, -591.86
18701, -00040.192,  00023.102,  00001.052, -588.07
18801, -00035.562,  00021.152,  00001.652, -584.28
18901, -00029.822,  00018.152,  00002.552, -579.55
19001, -00026.342,  00018.752,  00002.852, -574.81
19101, -00025.372,  00015.752,  00003.752, -571.97
19201, -00019.562,  00016.202,  00003.752, -566.29
19301, -00019.822,  00014.552,  00003.602, -561.55
19401, -00012.502,  00013.052,  00004.352, -558.71
19501, -00012.372,  00012.002,  00004.802, -553.98
19601, -00010.442,  00012.152,  00005.702, -550.19
19701, -00008.912,  00012.752,  00004.352, -545.45
19801, -00007.052,  00011.402,  00004.352, -541.67
19901,  00002.822,  00012.602,  00005.252, -538.83
20001, -00003.052,  00012.602,  00004.502, -532.20
20101,  00003.672,  00011.852,  00004.202, -523.12
20201,  00005.282,  00011.402,  00005.852, -525.57
20301,  00005.542,  00012.902,  00003.752, -523.67
20401,  00007.912,  00013.352,  00004.502, -521.78
20501,  00008.032,  00012.002,  00005.552, -518.44
20601,  00002.462,  00014.552,  00005.102, -516.56
20701,  00006.342,  00015.452,  00004.202, -522.73
20801,  00009.082,  00013.952,  00003.752, -521.78
20901,  00008.392,  00014.252,  00002.852, -515.62
21001,  00006.862,  00015.302,  00002.852, -521.78
21101,  00008.982,  00014.252,  00005.102, -520.83
21201,  00005.692,  00016.352,  00004.352, -516.56
21301,  00007.482,  00016.802,  00003.752, -521.78
21401,  00005.442,  00015.752,  00004.202, -521.78
21501,  00005.252,  00016.652,  00002.102, -521.78
21601,  00005.522,  00014.852,  00003.302, -521.78
21701,  00008.022,  00016.202,  00003.752, -520.83
21801,  00007.182,  00018.452,  00003.602, -520.83
21901,  00006.242,  00018.602,  00003.002, -515.62
22001,  00005.682,  00019.652,  00002.402, -521.78
22101,  00007.742,  00019.352,  00002.702, -517.50
22201,  00010.422,  00020.252,  00002.102, -521.78
22301,  00007.152,  00017.702,  00002.102, -521.78
22401,  00003.262,  00019.052,  00002.702, -514.69
22501,  00006.302,  00020.402,  00001.952, -516.56
22601,  00004.272,  00021.002,  00003.302, -515.62
22701,  00006.742,  00021.302,  00002.852, -521.78
22801,  00002.482,  00022.202,  00001.952, -522.73
22901,  00005.252,  00022.202,  00001.202, -521.78
23001,  00008.632,  00020.402,  00003.452, -521.78
23101,  00006.372,  00022.502,  00002.402, -520.83
23201,  00005.842,  00021.602,  00000.602, -520.83
23301,  00004.632,  00023.402,  00001.802, -515.62
23401,  00002.362,  00023.852,  00001.352, -521.78
23501,  00007.112,  00022.952,  00000.902, -521.78
23601,  00007.312,  00024.152,  00000.302, -516.56
23701,  00006.032,  00022.952,  00000.152, -516.56
23801,  00004.422,  00024.002,  00001.652, -520.83
23901,  00002.052,  00024.152,  00002.102, -516.56
24001,  00007.032,  00025.202,  00001.352, -520.83
24101,  00004.272,  00024.902,  00001.352, -521.78
24201,  00003.542,  00025.052,  00001.202, -521.78
24301,  00003.182,  00024.902,  00000.002, -517.50
24401,  00001.492,  00026.102,  00001.202, -517.50
24501,  00001.282,  00026.402,  00000.902, -515.62
24601,  00006.952,  00027.152,  00001.202, -520.83
24701,  00001.732,  00027.752,  00001.802, -516.56
24801,  00001.062,  00027.302,  00000.602, -516.56
24901,  00005.462,  00025.352,  00001.352, -521.78
25001,  00003.142,  00025.952,  00001.802, -517.50
25101,  00001.402,  00027.752,  00001.352, -522.73
25201,  00007.082,  00027.902,  00001.952, -518.94
25301,  00004.192,  00026.702,  00000.602, -516.10
25401,  00001.782,  00028.052,  00001.352, -513.26
25501,  00011.212,  00029.702,  00000.902, -511.36
25601,  00012.162,  00028.502,  00001.802, -507.58
25701,  00017.362,  00031.502,  00001.952, -501.89
25801,  00023.402,  00031.802,  00001.652, -498.11
25901,  00026.792,  00033.752,  00000.302, -493.37
26001,  00025.822,  00034.502,  00002.102, -488.64
26101,  00028.282,  00036.452,  00001.952, -484.85
26201,  00033.262,  00037.652,  00003.602, -482.95
26301,  00038.592,  00038.102,  00002.552, -476.33
26401,  00034.142,  00041.402,  00000.902, -470.64
26501,  00040.352,  00041.852,  00002.402, -467.80
26601,  00044.662,  00045.152,  00004.352, -464.96
26701,  00043.632,  00047.102,  00005.702, -461.17
26801,  00054.112,  00048.602,  00006.752, -454.55
26901,  00054.382,  00051.302,  00009.602, -448.86
27001,  00055.142,  00052.952,  00009.902, -447.92
27101,  00058.172,  00054.752,  00012.452, -444.13
27201,  00062.252,  00056.552,  00013.202, -438.45
27301,  00064.472,  00058.652,  00017.702, -434.66
27401,  00065.482,  00058.202,  00020.852, -432.77
27501,  00073.442,  00058.652,  00023.702, -425.19
27601,  00074.292,  00059.552,  00026.702, -421.40
27701,  00071.402,  00059.402,  00029.252, -422.35
27801,  00069.412,  00058.652,  00032.102, -422.35
27901,  00066.972,  00058.202,  00036.002, -422.35
28001,  00064.742,  00055.652,  00037.952, -427.08
28101,  00064.352,  00053.852,  00039.752, -429.92
28201,  00062.322,  00052.502,  00044.552, -432.77
28301,  00056.262,  00051.452,  00043.802, -436.55
28401,  00056.642,  00047.252,  00046.202, -442.23
28501,  00050.062,  00045.752,  00047.852, -446.02
28601,  00050.502,  00043.502,  00048.302, -448.86
28701,  00045.272,  00040.502,  00049.202, -452.65
28801,  00039.212,  00038.402,  00049.952, -459.28
28901,  00039.352,  00037.802,  00048.602, -462.12
29001,  00037.172,  00035.252,  00049.952, -464.96
29101,  00030.272,  00032.852,  00048.302, -469.70
29201,  00026.852,  00032.702,  00048.452, -475.38
29301,  00023.842,  00031.052,  00049.052, -479.17
29401,  00025.632,  00028.952,  00050.102, -482.95
29501,  00019.442,  00027.902,  00050.102, -486.74
29601,  00019.222,  00027.002,  00050.702, -491.48
29701,  00011.252,  00024.752,  00049.802, -495.27
29801,  00007.982,  00026.402,  00050.102, -499.05
29901,  00009.712,  00025.352,  00049.802, -503.79
30001,  00007.602,  00026.102,  00049.352, -506.63
30101,  00003.842,  00026.252,  00052.202, -511.36
30201, -00000.242,  00025.202,  00049.502, -515.15
30301, -00006.422,  00024.002,  00050.102, -517.99
30401, -00006.102,  00024.302,  00050.102, -519.89
30501, -00005.672,  00026.252,  00049.952, -519.89
30601, -00007.822,  00025.202,  00049.202, -519.89
30701, -00009.002,  00025.202,  00049.502, -519.89
30801, -00007.462,  00026.402,  00049.052, -521.78
30901, -00008.982,  00026.252,  00048.752, -520.83
31001, -00010.312,  00025.352,  00049.802, -522.73
31101, -00010.502,  00028.202,  00049.052, -522.73
31201, -00007.992,  00027.302,  00049.952, -521.78
31301, -00010.832,  00028.202,  00050.402, -521.78
31401, -00007.462,  00028.802,  00049.202, -520.83
31501, -00008.882,  00028.802,  00048.752, -521.78
31601, -00009.132,  00030.002,  00050.402, -521.78
31701, -00011.932,  00031.502,  00049.802, -521.78
31801, -00007.282,  00030.002,  00051.152, -522.73
31901, -00008.432,  00031.802,  00050.102, -522.73
32001, -00008.342,  00031.052,  00049.802, -521.78
32101, -00008.402,  00032.102,  00049.802, -521.78
32201, -00009.022,  00031.652,  00049.502, -520.83
32301, -00010.202,  00033.602,  00050.852, -521.78
32401, -00013.792,  00033.602,  00050.402, -522.73
32501, -00009.322,  00033.002,  00050.252, -522.73
32601, -00011.552,  00034.952,  00049.352, -522.73
32701, -00013.842,  00035.852,  00048.752, -522.73
32801, -00010.162,  00035.402,  00049.052, -521.78
32901, -00011.022,  00034.952,  00050.402, -521.78
33001, -00014.442,  00037.052,  00049.952, -521.78
33101, -00015.262,  00037.802,  00048.602, -522.73
33201, -00009.952,  00039.152,  00050.702, -522.73
33301, -00014.822,  00039.602,  00047.552, -522.73
33401, -00016.172,  00040.052,  00047.852, -521.78
33501, -00012.812,  00042.752,  00048.002, -522.73
33601, -00012.322,  00040.652,  00047.552, -521.78
33701, -00018.082,  00040.652,  00047.102, -521.78
33801, -00014.052,  00042.452,  00048.602, -521.78
33901, -00012.582,  00042.152,  00049.352, -522.73
34001, -00016.082,  00042.452,  00046.802, -522.73
34101, -00014.912,  00044.252,  00046.802, -522.73
34201, -00014.982,  00045.602,  00048.302, -521.78
34301, -00017.442,  00045.302,  00046.802, -521.78
34401, -00017.342,  00045.152,  00046.652, -521.78
34501, -00015.892,  00046.952,  00045.902, -521.78
34601, -00013.632,  00045.752,  00046.352, -522.73
34701, -00013.152,  00048.002,  00044.702, -522.73
34801, -00012.702,  00047.252,  00044.702, -522.73
34901, -00017.402,  00049.952,  00043.052, -521.78
35001, -00016.762,  00048.902,  00044.252, -521.78
35101,  00182.862,  00045.902,  00042.902, -367.42
35201,  00250.132,  00035.402,  00047.102, -172.35
35301,  00250.132,  00019.652,  00047.552, -71.97
35401,  00250.132,  00003.902,  00039.902, -20.83
35501,  00250.132, -00001.352,  00025.052, 2.84
35601,  00250.132,  00002.252,  00011.252, 0.94
35701,  00250.132,  00015.602,  00001.052, 0.00
35801,  00250.132,  00035.402,  00001.652, 0.00
35901,  00250.132,  00049.652,  00008.702, 0.00
36001,  00250.132,  00057.002,  00021.752, 0.00
36101,  00250.132,  00055.352,  00036.002, 0.00
36201,  00250.132,  00042.152,  00047.102, 0.00
36301,  00250.132,  00023.552,  00047.852, 0.00
36401,  00157.522,  00012.752,  00045.452, -11.25
36501,  00119.372,  00008.852,  00042.152, -0.95
36601,  00107.432,  00004.502,  00038.402, 0.00
36701,  00066.182,  00001.502,  00035.252, 0.00
36801, -00000.922,  00001.502,  00032.402, 0.00
36901,  00006.922, -00000.452,  00033.452, 0.00
37001, -00007.052,  00000.752,  00031.952, 0.00
37101, -00009.902,  00000.752,  00031.952, 0.00
37201, -00014.272,  00000.002,  00034.052, 0.00
37301, -00018.312,  00001.202,  00034.202, 0.00
37401, -00018.132,  00002.852,  00035.552, 0.00
37501, -00018.052,  00001.052,  00035.852, 0.00
37601, -00021.802,  00002.102,  00035.552, 0.00
37701, -00025.412,  00003.602,  00037.202, 0.00
37801, -00030.172,  00003.302,  00037.202, 0.00
37901, -00030.442,  00003.302,  00040.502, 0.00
38001, -00022.262,  00006.452,  00040.052, 0.00
38101, -00019.022,  00005.402,  00040.802, 0.00
38201, -00019.342,  00006.452,  00042.302, 0.00
38301, -00021.132,  00008.102,  00042.452, 0.00
38401, -00021.202,  00007.202,  00042.302, 0.00
38501, -00021.022,  00009.602,  00042.452, 0.00
38601, -00018.532,  00010.802,  00043.502, 0.00
38701, -00022.762,  00011.852,  00044.252, 0.00
38801, -00023.562,  00012.602,  00045.302, 0.00
38901, -00021.402,  00013.502,  00046.652, 0.00
39001, -00023.282,  00013.352,  00046.802, 0.00
39101, -00022.342,  00015.602,  00045.452, 0.00
39201, -00024.722,  00016.352,  00045.902, 0.00
39301, -00022.782,  00016.802,  00046.052, 0.00
39401, -00022.762,  00018.752,  00048.752, 0.00
39501, -00022.162,  00020.402,  00047.102, 0.00
39601, -00023.962,  00020.702,  00047.852, 0.00
39701, -00025.822,  00022.352,  00047.702, 0.00
39801, -00024.072,  00023.102,  00046.652, 0.00
39901, -00022.772,  00023.552,  00049.352, 0.00
